ResponseId;Q120;MainBranch;Age;Employment;RemotoWork;CodingActivities;EdLevel;LearnCode.1;LearnCode.2;LearnCode.3;LearnCode.4;LearnCode.5;LearnCode.6;LearnCode.7;LearnCode.8;LearnCodeOnline;LearnCodeCoursesCert;YearsCode;YearsCodePro;DevType;OrgSize;PurchaseInfluence;TechList;BuyNewTool;Country;Currency;CompTotal;LanguageHaveWorkedWith;LanguageWantToWorkWith.1;LanguageWantToWorkWith.2;LanguageWantToWorkWith.3;LanguageWantToWorkWith.4;LanguageWantToWorkWith.5;LanguageWantToWorkWith.6;LanguageWantToWorkWith.7;LanguageWantToWorkWith.8;LanguageWantToWorkWith.9;LanguageWantToWorkWith.10;LanguageWantToWorkWith.11;LanguageWantToWorkWith.12;LanguageWantToWorkWith.13;DatabaseHaveWorkedWith;DatabaseWantToWorkWith;PlatformHaveWorkedWith;PlatformWantToWorkWith;WebframeHaveWorkedWith;WebframeWantToWorkWith;MiscTechHaveWorkedWith;MiscTechWantToWorkWith;ToolsTechHaveWorkedWith;ToolsTechWantToWorkWith;NEWCollabToolsHaveWorkedWith;NEWCollabToolsWantToWorkWith;OpSysPersonal use;OpSysProfessional use;OfficeStackAsyncHaveWorkedWith;OfficeStackAsyncWantToWorkWith;OfficeStackSyncHaveWorkedWith;OfficeStackSyncWantToWorkWith;AISearchHaveWorkedWith;AISearchWantToWorkWith;AIDevHaveWorkedWith;AIDevWantToWorkWith;NEWSOSites;SOVisitFreq;SOAccount;SOPartFreq;SOComm;SOAI;AISelect;AISent;AIAcc;AIBen;AIToolInterested in Using;AIToolCurrently Using;AIToolNot interested in Using;AINextVery different;AINextNeither different nor similar;AINextSomewhat similar;AINextVery similar;AINextSomewhat different;TBranch;ICorPM;WorkExp;Knowledge_1;Knowledge_2;Knowledge_3;Knowledge_4;Knowledge_5;Knowledge_6;Knowledge_7;Knowledge_8;Frequency_1;Frequency_2;Frequency_3;TimeSearching;TimeAnswering;ProfessionalTech;Industry;SurveyLength;SurveyEase;ConvertedCompYearly
83143;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Remoto;"Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses";Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.);Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Certification videos";"Udemy;Coursera;Udacity";5;3;Developer, full-stack;20 to 99 employees;I have some influence;Other;Visit developer communities like Stack Overflow;Brazil;"BRL	Brazilian real";4500;"Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;Julia;Kotlin;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net)";Bash/Shell (all shells);C#;C++;Dart;Kotlin;PowerShell;Rust;SQL;Swift;;;;;"Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite";"Cloud Firestore;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite";"Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure";"Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure";"Angular;ASP.NET CORE";"Angular;ASP.NET CORE";".NET (5+) ;Flutter";".NET (5+) ;.NET MAUI;CUDA;Flutter";"Docker;Gradle;MSBuild;npm;NuGet;Pacman;Pip;Visual Studio Solution";"Cargo;Gradle;LLVM's Clang;MSBuild;NuGet;Pacman;Unity 3D;Unreal Engine;Visual Studio Solution";"Android Studio;Notepad++;Visual Studio;Visual Studio Code";"Android Studio;Notepad++;Rider;Visual Studio;Visual Studio Code";"Android;iOS;Windows;Windows Subsystem for Linux (WSL)";"Android;Windows;Windows Subsystem for Linux (WSL)";Clickup;Clickup;"Discord;Google Meet;Skype";"Discord;Google Meet";NA;NA;GitHub Copilot;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;A few times per month or weekly;Yes, somewhat;NA;Yes;Indifferent;"Increase productivity;Speed up learning;Improve accuracy in coding";Neither trust nor distrust;;"Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code";Project planning;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Too long;Easy;913
83156;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);"Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow";"Codecademy;edX;Udemy;Coursera";7;4;Developer, full-stack;10,000 or more employees;I have little or no influence;NA;"Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";90000;"Go;Groovy;Python;TypeScript";Go;Groovy;Python;Rust;TypeScript;Zig;;;;;;;;"Cassandra;Dynamodb;Oracle;PostgreSQL";"Cassandra;Dynamodb;Elasticsearch;MariaDB;PostgreSQL;Redis;Snowflake";"Amazon Web Services (AWS);OpenShift";"Amazon Web Services (AWS);Digital Ocean;Microsoft Azure;OpenShift";"Node.js;Spring Boot;WordPress";"AngularJS;Django;FastAPI;jQuery;Next.js;Node.js;React;Spring Boot;Vue.js;WordPress";"Apache Spark;Keras;NumPy;OpenGL;Pandas;React Native;Scikit-Learn;Torch/PyTorch";"Keras;NumPy;Pandas;React Native;Scikit-Learn;Torch/PyTorch";"APT;Cargo;Chocolatey;CMake;Docker;GNU GCC;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);npm;Podman;Terraform;Yarn";"APT;Cargo;CMake;Docker;GNU GCC;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);npm;Podman;Terraform;Yarn";"Atom;CLion;Code::Blocks;DataGrip;Goland;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Neovim;PyCharm;Vim;Visual Studio Code";"CLion;DataGrip;Goland;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Neovim;PyCharm;Vim";Ubuntu;MacOS;"Azure Devops;Confluence;Jira";"Azure Devops;Confluence;Jira";"Cisco Webex Teams;Discord;IRC;Microsoft Teams;Zoom";"Cisco Webex Teams;Discord";"ChatGPT;WolframAlpha";"ChatGPT;Metaphor;WolframAlpha";NA;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;Less than once per month or monthly;Yes, definitely;Help users to get their problems solved.;Yes;Favorable;"Increase productivity;Speed up learning;Improve accuracy in coding";Neither trust nor distrust;Deployment and monitoring;"Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code";Committing and reviewing code;;;;;"Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code";Yes;Individual contributor;4;Strongly agree;Strongly disagree;Agree;Strongly agree;Agree;Agree;Neither agree nor disagree;Agree;1-2 times a week;1-2 times a week;1-2 times a week;30-60 minutes a day;15-30 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)";Other;Appropriate in length;Neither easy nor difficult;18259
83185;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;18-24 years old;Employed, full-time;Presencial;Professional development or self-paced learning from online courses;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";"Udemy;Coursera";4;2;DevOps specialist;100 to 499 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with";Brazil;"BRL	Brazilian real";47000;Python;NA;;;;;;;;;;;;;PostgreSQL;NA;NA;NA;"Flask;Laravel;Next.js";NA;NA;NA;"Ansible;APT;Chef;Chocolatey;Composer;Docker;Homebrew;Kubernetes;npm;Pacman;Vite;Yarn";"Docker;Homebrew;Kubernetes;Terraform";"Eclipse;Nano;Neovim;Vim;Visual Studio;Visual Studio Code";"Neovim;Vim;Visual Studio Code";"MacOS;Windows;Windows Subsystem for Linux (WSL)";"MacOS;Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL)";Trello;NA;"Discord;Whatsapp";"Discord;Whatsapp";"Bing AI;ChatGPT;Phind";"Bing AI;ChatGPT";Tabnine;GitHub Copilot;"Stack Overflow;Stack Exchange;Collectives on Stack Overflow";A few times per week;No;NA;Neutral;NA;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Neither trust nor distrust;"Learning about a codebase;Testing code;Deployment and monitoring;Collaborating with teammates ";"Project planning;Writing code;Documenting code;Debugging and getting help";Committing and reviewing code;"Project planning;Writing code;Documenting code;Debugging and getting help";;;;;Yes;People manager;3;Strongly agree;Agree;Strongly disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;1-2 times a week;10+ times a week;6-10 times a week;Over 120 minutes a day;30-60 minutes a day;"DevOps function;Observability tools;Continuous integration (CI) and (more often) continuous delivery";NA;Too long;Neither easy nor difficult;9535
83350;I agree;I am a developer by profession;25-34 years old;"Employed, full-time;Independent contractor, freelancer, or self-employed";Remoto;"Hobby;Professional development or self-paced learning from online courses";Some college/university study without earning a degree;Books / Physical media;Online Courses or Certification;On the job training;School (i.e., University, College, etc);;;;;NA;"edX;Udemy;Coursera";15;5;Research & Development role;20 to 99 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool";Brazil;"BRL	Brazilian real";240000;"Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript";NA;;;;;;;;;;;;;"Firebase Realtime Database;MySQL;PostgreSQL;SQLite";NA;"Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;Vercel";NA;"Express;Next.js;Node.js;React;Vue.js";NA;"RabbitMQ;React Native;Spring Framework";NA;"Docker;GNU GCC;Homebrew;LLVM's Clang;Make;npm;Vite;Webpack";NA;"IntelliJ IDEA;Nano;Visual Studio Code";NA;MacOS;"MacOS;Ubuntu";"Confluence;Jira";NA;"Discord;Google Meet;Jitsi;Microsoft Teams;Slack;Zoom";NA;"ChatGPT;WolframAlpha";NA;GitHub Copilot;NA;"Stack Overflow;Stack Exchange";A few times per week;Yes;I have never participated in Q&A on Stack Overflow;No, not at all;NA;Yes;Very favorable;"Increase productivity;Greater efficiency";Somewhat trust;;"Writing code;Testing code";;;;;;"Writing code;Testing code";Yes;Individual contributor;5;Agree;Disagree;Neither agree nor disagree;Strongly agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Never;3-5 times a week;1-2 times a week;15-30 minutes a day;30-60 minutes a day;"DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;48690
83393;I agree;I am a developer by profession;18-24 years old;Employed, part-time;Híbrido (alguns remotos, outros presenciais);"Hobby;Professional development or self-paced learning from online courses;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Colleague;Friend or family member;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos";"Codecademy;edX;Udemy;Coursera";6;1;Developer, full-stack;1,000 to 4,999 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";NA;"Bash/Shell (all shells);C;C#;C++;Elixir;PHP;Python;SQL;TypeScript";HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript;;;;;;;;"Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite";"Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite";Microsoft Azure;Microsoft Azure;"Angular;Express;FastAPI;Fastify;jQuery;NestJS;Next.js;Node.js;React;Ruby on Rails";"Angular;NestJS;Next.js;Node.js;React;Ruby on Rails";".NET (5+) ;React Native";React Native;"Cargo;Docker;npm;Pacman;Pip;Vite;Yarn";"Cargo;Docker;npm;Pacman;Pip;Vite;Yarn";"Android Studio;Atom;Code::Blocks;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Kate;Nano;Neovim;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code;VSCodium";NA;"Android;Arch;Fedora;Windows;Windows Subsystem for Linux (WSL)";"Windows;Windows Subsystem for Linux (WSL)";"Azure Devops;Confluence;Jira;Miro;Notion";"Azure Devops;Confluence;Jira;Notion";"Cisco Webex Teams;Discord;Google Meet;Microsoft Teams;Whatsapp";"Discord;Microsoft Teams;Whatsapp";ChatGPT;ChatGPT;Tabnine;"GitHub Copilot;Tabnine";Stack Overflow;A few times per week;No;NA;Neutral;NA;Yes;Favorable;"Increase productivity;Speed up learning;Improve accuracy in coding";Neither trust nor distrust;"Learning about a codebase;Project planning;Documenting code;Testing code;Deployment and monitoring;Collaborating with teammates ";"Writing code;Debugging and getting help;Committing and reviewing code";;Writing code;;;;"Debugging and getting help;Committing and reviewing code";No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;NA
83456;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;25-34 years old;Employed, part-time;Híbrido (alguns remotos, outros presenciais);"Professional development or self-paced learning from online courses;School or academic work";Professional degree (JD, MD, Ph.D, Ed.D, etc.);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;"Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Interactive tutorial;Certification videos;Programming Games";"Codecademy;Coursera";4;Less than 1 year;Engineer, data;100 to 499 employees;I have little or no influence;NA;"Ask developers I know/work with;Ask a generative AI tool";Brazil;"BRL	Brazilian real";25000;"Julia;Python;R;SQL";Julia;SQL;Visual Basic (.Net);;;;;;;;;;;Microsoft SQL Server;Microsoft SQL Server;Microsoft Azure;Microsoft Azure;NA;NA;"CUDA;NumPy;Pandas;Scikit-Learn;TensorFlow;Tidyverse";"CUDA;Hadoop;Hugging Face Transformers;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch";NA;NA;"IPython;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Visual Studio;Visual Studio Code";"IPython;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Visual Studio;Visual Studio Code";"Windows;Windows Subsystem for Linux (WSL)";Windows;Wikis;Wikis;"Discord;Google Meet;Microsoft Teams";"Discord;Microsoft Teams";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;No, not really;NA;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning";Somewhat trust;"Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";"Learning about a codebase;Writing code;Debugging and getting help;Testing code";;"Learning about a codebase;Writing code;Debugging and getting help;Testing code";;;;;Yes;Individual contributor;1;Strongly agree;Neither agree nor disagree;Strongly agree;Disagree;Disagree;Neither agree nor disagree;Strongly agree;Disagree;1-2 times a week;6-10 times a week;Never;Over 120 minutes a day;Less than 15 minutes a day;"DevOps function;Continuous integration (CI) and (more often) continuous delivery";Other;Too short;Easy;5072
83484;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Remoto;"Hobby;School or academic work";Some college/university study without earning a degree;Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";NA;4;2;Engineer, data;100 to 499 employees;I have little or no influence;NA;"Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";60000;"Python;R;SQL";Python;Rust;SQL;;;;;;;;;;;"MySQL;PostgreSQL";"MySQL;PostgreSQL";Amazon Web Services (AWS);Amazon Web Services (AWS);NA;NA;"NumPy;Pandas;Tidyverse";"NumPy;Pandas";"Docker;Make;Pacman;Pip";"Cargo;Docker;Make;Pacman;Pip";"Neovim;RStudio;Vim;Visual Studio Code";"Neovim;Vim;Visual Studio Code";"Arch;Ubuntu";Ubuntu;"Jira;Notion";"Jira;Notion";"Google Meet;Slack";"Google Meet;Slack";NA;NA;NA;NA;Stack Overflow;A few times per week;No;NA;Neutral;NA;No, but I plan to soon;Favorable;NA;Somewhat trust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;2;Strongly disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Agree;Neither agree nor disagree;3-5 times a week;10+ times a week;1-2 times a week;15-30 minutes a day;60-120 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Continuous integration (CI) and (more often) continuous delivery";Financial Services;Appropriate in length;Easy;12173
83494;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;35-44 years old;Employed, full-time;Presencial;"Hobby;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";"Udemy;Udacity";20;Less than 1 year;Other (please specify):;500 to 999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with";Brazil;"BRL	Brazilian real";NA;Kotlin;Kotlin;;;;;;;;;;;;;SQLite;SQLite;NA;NA;WordPress;WordPress;NA;NA;"Docker;Gradle";"Docker;Gradle";"Android Studio;IntelliJ IDEA;Vim;Visual Studio Code";"Android Studio;IntelliJ IDEA;Vim;Visual Studio Code";"Android;Arch;Windows";"Android;Arch;Windows";NA;NA;"Discord;Slack;Telegram";"Discord;Slack;Telegram";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Less than once per month or monthly;Yes;Less than once per month or monthly;Yes, somewhat;No, it's not.;No, but I plan to soon;Unfavorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;NA
83497;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;18-24 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);School or academic work;Some college/university study without earning a degree; videos, blogs, forum;School (i.e., University, College, etc);;;;;;;"Formal documentation provided by the owner of the tech;How-to videos;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow";NA;5;1;Data or business analyst;10,000 or more employees;I have some influence;Investigate;Ask developers I know/work with;Brazil;"BRL	Brazilian real";70000;"C;Java;Python;SQL;VBA";C;C++;Cobol;Haskell;Python;Rust;;;;;;;;PostgreSQL;Cassandra;NA;NA;"Django;Flask";Flask;"GTK;NumPy;Opencv;OpenGL;Pandas;Qt";"NumPy;Opencv;OpenGL;Pandas;Qt;Torch/PyTorch";"APT;GNU GCC;Make;Maven (build tool);Pip";"Docker;Make;Pip";"CLion;IntelliJ IDEA;PyCharm;Visual Studio Code";"IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Vim";Ubuntu;Windows;"Asana;Markdown File;Microsoft Planner;Trello";"Jira;Markdown File;Microsoft Planner";"Discord;Google Meet;Microsoft Teams;Telegram;Whatsapp";"Signal;Slack";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;No, not really;NA;No, but I plan to soon;Favorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;1;Strongly agree;Agree;Disagree;Disagree;Disagree;Agree;Agree;Disagree;6-10 times a week;10+ times a week;3-5 times a week;60-120 minutes a day;60-120 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)";Financial Services;Appropriate in length;Easy;14201
83559;I agree;I am a developer by profession;18-24 years old;"Employed, full-time;Independent contractor, freelancer, or self-employed";Remoto;"Bootstrapping a business;Freelance/contract work";Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.); videos, blogs, forum;;;;;;;;"Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Stack Overflow";NA;8;5;Developer, back-end;Just me - I am a freelancer, sole proprietor, etc.;I have a great deal of influence;Investigate;"Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";480000;"Elixir;Go;JavaScript;Lua;PHP;SQL;TypeScript";Elixir;SQL;;;;;;;;;;;;"MariaDB;MongoDB;MySQL;PostgreSQL;Redis";"PostgreSQL;Redis";"Cloudflare;OVH";"Cloudflare;OVH";"Laravel;Vue.js";"Laravel;Phoenix;Svelte;Vue.js";NA;NA;"Composer;Homebrew;npm;Vite";"Composer;Homebrew;npm;Vite";"PhpStorm;Visual Studio Code";"PhpStorm;Visual Studio Code";Windows;"Windows;Windows Subsystem for Linux (WSL)";NA;NA;"Discord;Telegram";"Discord;Telegram";NA;NA;NA;NA;Stack Overflow;Daily or almost daily;Yes;Less than once per month or monthly;No, not at all;Indifferent;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;5;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Strongly agree;Disagree;Strongly agree;Neither agree nor disagree;1-2 times a week;10+ times a week;Never;Less than 15 minutes a day;Less than 15 minutes a day;None of these;Information Services, IT, Software Development, or other Technology;Too long;Easy;97381
